Specification,NetworkFile,Epsilon,Delta,TimeTaken,Counterexample,FairRegion,FairRegionPercent,DebugCurRegion,JSMADimension
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,0.42956995964050293,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,0.6090009212493896,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,1.3804588317871094,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,1.596254825592041,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,2.4979071617126465,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,3.0622434616088867,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,3.406472682952881,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,4.002323627471924,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,4.609343767166138,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,5.241278648376465,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,5.452044725418091,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,5.668313503265381,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,5.901813507080078,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,6.078460454940796,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,6.256649494171143,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,6.414153575897217,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,6.597684621810913,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,6.799558401107788,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,7.077594518661499,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,7.3438966274261475,[],[],0,,
