Specification,NetworkFile,Epsilon,Delta,TimeTaken,Counterexample,FairRegion,FairRegionPercent,DebugCurRegion,JSMADimension
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,0.4339299201965332,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,0.6743307113647461,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,0.9101576805114746,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,1.3688108921051025,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,1.6499319076538086,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,2.419624090194702,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,2.7039289474487305,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,2.9013233184814453,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,3.1190805435180664,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,3.3748223781585693,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,3.5681071281433105,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,4.4396140575408936,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,4.7065019607543945,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,5.116986989974976,[],[],0,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,6.514920949935913,[],"[[[0, 1], [-1, -1, 2], [0, 1, 2, 3, 4, 5], [0.5, 1], [0, 1], [0, 1], [0, 1], [0, 1]]]",0.16666666666666666,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,6.882389068603516,[],"[[[0, 1], [-1, -1, 2], [0, 1, 2, 3, 4, 5], [0.5, 1], [0, 1], [0, 1], [0, 1], [0, 1]]]",0.16666666666666666,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,7.310153961181641,[],"[[[0, 1], [-1, -1, 2], [0, 1, 2, 3, 4, 5], [0.5, 1], [0, 1], [0, 1], [0, 1], [0, 1]]]",0.16666666666666666,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,8.68122911453247,[],"[[[0, 1], [-1, -1, 2], [0, 1, 2, 3, 4, 5], [0.5, 1], [0, 1], [0, 1], [0, 1], [0, 1]], [[0, 1], [-1, -1, 2], [0, 1, 2, 3, 4, 5], [0, 1], [0.5, 1], [0, 1], [0, 1], [0, 1]]]",0.25,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,9.015870094299316,[],"[[[0, 1], [-1, -1, 2], [0, 1, 2, 3, 4, 5], [0.5, 1], [0, 1], [0, 1], [0, 1], [0, 1]], [[0, 1], [-1, -1, 2], [0, 1, 2, 3, 4, 5], [0, 1], [0.5, 1], [0, 1], [0, 1], [0, 1]]]",0.25,,
CEGFA,../../networks/compas/compas_bias_3_8_fc.onnx,,,9.424623250961304,[],"[[[0, 1], [-1, -1, 2], [0, 1, 2, 3, 4, 5], [0.5, 1], [0, 1], [0, 1], [0, 1], [0, 1]], [[0, 1], [-1, -1, 2], [0, 1, 2, 3, 4, 5], [0, 1], [0.5, 1], [0, 1], [0, 1], [0, 1]]]",0.25,,
