Specification,NetworkFile,Epsilon,Delta,TimeTaken,Counterexample,FairRegion,FairRegionPercent,DebugCurRegion,JSMADimension,DeepimportanceDimension
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,2.272650957107544,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]",,
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,4.605345964431763,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0.5, 1], [0, 1]]",,
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,6.1824140548706055,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,7.758860111236572,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 0.5], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,9.280853986740112,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0.5, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,10.720018863677979,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,12.300213813781738,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0.5, 1], [0, 0.5]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,13.742325782775879,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0.5, 1], [0.5, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,15.13044786453247,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0.5, 1], [0, 1]]",,10
CEGFA,../../networks/japanese/rq2/japanese_exp1_3_10_fc.onnx,,,16.555583000183105,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, -1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,10
