Specification,NetworkFile,Epsilon,Delta,TimeTaken,Counterexample,FairRegion,FairRegionPercent,DebugCurRegion,JSMADimension,DeepimportanceDimension
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,0.5017709732055664,[],[],0,"[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,1.0295460224151611,[],[],0,"[[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,1.5356800556182861,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,2.0814263820648193,[],[],0,"[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, -1], [0, 1], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,2.531019449234009,[],[],0,"[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,2.7734766006469727,[],[],0,"[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,3.284133195877075,[],[],0,"[[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 0.5]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,3.8384859561920166,[],[],0,"[[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0.5, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,4.347058296203613,[],[],0,"[[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,4.856877088546753,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 0.5]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,5.36129093170166,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0.5, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp2_3_10_fc.onnx,,,5.866920709609985,[],[],0,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,12
