Specification,NetworkFile,Epsilon,Delta,TimeTaken,Counterexample,FairRegion,FairRegionPercent,DebugCurRegion,JSMADimension
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.17662787437438965,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 0.5], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.3014979362487793,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0.5, 1], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.42308998107910156,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.5811097621917725,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, -1], [0, 1], [0, 0.5], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.7131526470184326,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 0.5], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.8302974700927734,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 0.5], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.9947583675384521,[],[],0,"[[0, 1, 2], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [0.5, 1], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,1.2741303443908691,[],[],0,"[[0, 1, 2], [0, 1], [0.5, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0.5, 1], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.1913702487945557,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0.5, 1], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.3840341567993164,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [-1, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.8661630153656006,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, -1, -1], [0, 1, 2], [0, 1], [0, 1], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,3.181509256362915,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,3.346386432647705,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, -1], [0, 1], [0, 0.5], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,3.6097912788391113,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 0.5], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,3.8394935131073,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, -1], [0, 1], [0, 0.5], [0, 1]]",
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,3.984907627105713,[],[],0,"[[-1, 1, 2], [0, 1], [0, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 0.5], [0, 1]]",
