Specification,NetworkFile,Epsilon,Delta,TimeTaken,Counterexample,FairRegion,FairRegionPercent,DebugCurRegion,JSMADimension
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.2863898277282715,[],[],0,"[[0, -1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.46623992919921875,[],[],0,"[[-1, 1, -1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.6078729629516602,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{5, 14}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.7422070503234863,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, -1], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,0.8863811492919922,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [-1, -1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,1.0033292770385742,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{16, 1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,1.1451523303985596,[],[],0,"[[0, -1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,1.2785544395446777,[],[],0,"[[-1, 1, -1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,1.4189484119415283,[],[],0,"[[0, -1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{5, 14}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,1.560854434967041,[],[],0,"[[0, -1, 2], [0, 1], [0, 1], [0, -1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,1.7036864757537842,[],[],0,"[[0, -1, 2], [0, 1], [0, 1], [-1, 1, -1], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,1.888542652130127,[],[],0,"[[0, -1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{16, 5, 14}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.032188653945923,[],[],0,"[[-1, 1, -1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.135812759399414,[],[],0,"[[-1, 1, -1], [0, 1], [0.5, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{5, 14}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.252971649169922,[],[],0,"[[-1, 1, -1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{5, 14}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.3716375827789307,[],[],0,"[[-1, 1, -1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 0.5], [0, 1]]","{5, 14}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.5566604137420654,[],[],0,"[[-1, 1, -1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0.5, 1], [0, 1]]","{5, 14}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.679769277572632,[],[],0,"[[-1, 1, -1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{5, 14}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.7964253425598145,[],[],0,"[[0, 1, -1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{5, 14}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,2.93245530128479,[],[],0,"[[-1, -1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
CEGFA,../../networks/german/german_bias_3_8_fc.onnx,,,3.0562362670898438,[],[],0,"[[0, 1, 2], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1]]","{1, 7}"
